Station;Date;Temperature
WSLLAF;202204180830;8.6
WSLLAF;202204180840;8.9
WSLLAF;202204180850;9.1
WSLLAF;202204180900;8.9
WSLLAF;202204180910;9.1
WSLLAF;202204180920;9.4
WSLLAF;202204180930;9.8
WSLLAF;202204180940;9.9
WSLLAF;202204180950;10.2
WSLLAF;202204181000;10.4
WSLLAF;202204181010;10.8
WSLLAF;202204181020;10.9
WSLLAF;202204181030;11.7
WSLLAF;202204181040;11.6
WSLLAF;202204181050;11.7
WSLLAF;202204181100;12.1
WSLLAF;202204181110;12.1
WSLLAF;202204181120;12.1
WSLLAF;202204181130;12.1
WSLLAF;202204181140;12.4
WSLLAF;202204181150;12.5
WSLLAF;202204181200;12.6
WSLLAF;202204181210;12.7
WSLLAF;202204181220;12.6
WSLLAF;202204181230;13.2
WSLLAF;202204181240;13.2
WSLLAF;202204181250;13.8
WSLLAF;202204181300;14.1
WSLLAF;202204181310;14.3
WSLLAF;202204181320;14.5
WSLLAF;202204181330;14.8
WSLLAF;202204181340;15.0
WSLLAF;202204181350;14.9
WSLLAF;202204181400;15.1
WSLLAF;202204181410;14.9
WSLLAF;202204181420;15.2
WSLLAF;202204181430;15.3
WSLLAF;202204181440;15.4
WSLLAF;202204181450;15.7
WSLLAF;202204181500;15.5
WSLLAF;202204181510;15.6
WSLLAF;202204181520;15.9
WSLLAF;202204181530;15.8
WSLLAF;202204181540;15.4
WSLLAF;202204181550;15.5
WSLLAF;202204181600;15.7
WSLLAF;202204181610;15.6
WSLLAF;202204181620;15.5
WSLLAF;202204181630;15.6
WSLLAF;202204181640;15.9
WSLLAF;202204181650;15.7
WSLLAF;202204181700;15.4
WSLLAF;202204181710;14.9
WSLLAF;202204181720;14.8
WSLLAF;202204181730;14.4
WSLLAF;202204181740;14.2
WSLLAF;202204181750;14.0
WSLLAF;202204181800;13.4
WSLLAF;202204181810;13.0
WSLLAF;202204181820;12.6
WSLLAF;202204181830;12.2
WSLLAF;202204181840;11.9
WSLLAF;202204181850;11.7
WSLLAF;202204181900;11.4
WSLLAF;202204181910;11.4
WSLLAF;202204181920;11.3
WSLLAF;202204181930;11.3
WSLLAF;202204181940;11.2
WSLLAF;202204181950;11.2
WSLLAF;202204182000;11.2
WSLLAF;202204182010;11.1
WSLLAF;202204182020;11.0
WSLLAF;202204182030;10.6
WSLLAF;202204182040;10.7
WSLLAF;202204182050;10.7
WSLLAF;202204182100;10.9
WSLLAF;202204182110;10.8
WSLLAF;202204182120;10.3
WSLLAF;202204182130;10.2
WSLLAF;202204182140;10.2
WSLLAF;202204182150;10.2
WSLLAF;202204182200;10.2
WSLLAF;202204182210;10.1
WSLLAF;202204182220;10.0
WSLLAF;202204182230;9.9
WSLLAF;202204182240;10.0
WSLLAF;202204182250;9.9
WSLLAF;202204182300;9.9
WSLLAF;202204182310;9.8
WSLLAF;202204182320;9.7
WSLLAF;202204182330;9.3
WSLLAF;202204182340;8.6
WSLLAF;202204182350;8.1
WSLLAF;202204190000;8.5
WSLLAF;202204190010;8.6
WSLLAF;202204190020;8.2
WSLLAF;202204190030;8.8
WSLLAF;202204190040;9.1
WSLLAF;202204190050;8.7
WSLLAF;202204190100;7.3
WSLLAF;202204190110;7.4
WSLLAF;202204190120;7.2
WSLLAF;202204190130;6.6
WSLLAF;202204190140;6.5
WSLLAF;202204190150;7.3
WSLLAF;202204190200;7.4
WSLLAF;202204190210;7.4
WSLLAF;202204190220;8.3
WSLLAF;202204190230;8.5
WSLLAF;202204190240;8.0
WSLLAF;202204190250;7.9
WSLLAF;202204190300;7.7
WSLLAF;202204190310;7.9
WSLLAF;202204190320;7.6
WSLLAF;202204190330;7.1
WSLLAF;202204190340;6.9
WSLLAF;202204190350;6.9
WSLLAF;202204190400;6.9
WSLLAF;202204190410;7.1
WSLLAF;202204190420;7.4
WSLLAF;202204190430;7.1
WSLLAF;202204190440;6.7
WSLLAF;202204190450;6.5
WSLLAF;202204190500;6.3
WSLLAF;202204190510;7.4
WSLLAF;202204190520;8.0
WSLLAF;202204190530;8.5
WSLLAF;202204190540;8.3
WSLLAF;202204190550;8.6
WSLLAF;202204190600;9.1
WSLLAF;202204190610;9.4
WSLLAF;202204190620;9.9
WSLLAF;202204190630;10.4
WSLLAF;202204190640;11.4
WSLLAF;202204190650;11.8
WSLLAF;202204190700;11.2
WSLLAF;202204190710;10.7
WSLLAF;202204190720;10.8
WSLLAF;202204190730;10.8
WSLLAF;202204190740;10.8
WSLLAF;202204190750;10.6
WSLLAF;202204190800;10.7
WSLLAF;202204190810;11.0
WSLLAF;202204190820;10.9
WSLLAF;202204190830;11.2
WSLLAF;202204190840;11.6
WSLLAF;202204190850;11.9
WSLLAF;202204190900;12.3
WSLLAF;202204190910;12.7
WSLLAF;202204190920;13.2
WSLLAF;202204190930;13.4
WSLLAF;202204190940;13.4
WSLLAF;202204190950;13.7
WSLLAF;202204191000;13.8
WSLLAF;202204191010;14.0
WSLLAF;202204191020;14.1
WSLLAF;202204191030;14.1
WSLLAF;202204191040;14.0
WSLLAF;202204191050;14.5
WSLLAF;202204191100;14.5
WSLLAF;202204191110;14.5
WSLLAF;202204191120;14.6
WSLLAF;202204191130;14.8
WSLLAF;202204191140;15.0
WSLLAF;202204191150;15.4
WSLLAF;202204191200;15.7
WSLLAF;202204191210;15.8
WSLLAF;202204191220;15.5
WSLLAF;202204191230;16.0
WSLLAF;202204191240;16.4
WSLLAF;202204191250;16.5
WSLLAF;202204191300;16.3
WSLLAF;202204191310;16.1
WSLLAF;202204191320;16.8
WSLLAF;202204191330;16.5
WSLLAF;202204191340;16.8
WSLLAF;202204191350;16.6
WSLLAF;202204191400;16.3
WSLLAF;202204191410;16.5
WSLLAF;202204191420;16.6
WSLLAF;202204191430;16.7
WSLLAF;202204191440;16.8
WSLLAF;202204191450;16.3
WSLLAF;202204191500;15.9
WSLLAF;202204191510;16.2
WSLLAF;202204191520;16.7
WSLLAF;202204191530;17.1
WSLLAF;202204191540;16.8
WSLLAF;202204191550;16.9
WSLLAF;202204191600;16.9
WSLLAF;202204191610;17.0
WSLLAF;202204191620;16.6
WSLLAF;202204191630;16.5
WSLLAF;202204191640;16.0
WSLLAF;202204191650;15.8
WSLLAF;202204191700;15.8
WSLLAF;202204191710;15.8
WSLLAF;202204191720;15.7
WSLLAF;202204191730;15.5
WSLLAF;202204191740;15.2
WSLLAF;202204191750;14.8
WSLLAF;202204191800;14.5
WSLLAF;202204191810;14.1
WSLLAF;202204191820;13.7
WSLLAF;202204191830;13.4
WSLLAF;202204191840;13.0
WSLLAF;202204191850;12.7
WSLLAF;202204191900;12.5
WSLLAF;202204191910;12.4
WSLLAF;202204191920;12.1
WSLLAF;202204191930;12.1
WSLLAF;202204191940;11.9
WSLLAF;202204191950;11.7
WSLLAF;202204192000;11.5
WSLLAF;202204192010;11.5
WSLLAF;202204192020;11.4
WSLLAF;202204192030;11.5
WSLLAF;202204192040;11.3
WSLLAF;202204192050;11.2
WSLLAF;202204192100;11.3
WSLLAF;202204192110;11.0
WSLLAF;202204192120;11.0
WSLLAF;202204192130;10.9
WSLLAF;202204192140;10.9
WSLLAF;202204192150;10.7
WSLLAF;202204192200;10.6
WSLLAF;202204192210;10.7
WSLLAF;202204192220;10.6
WSLLAF;202204192230;10.6
WSLLAF;202204192240;10.5
WSLLAF;202204192250;10.6
WSLLAF;202204192300;10.4
WSLLAF;202204192310;10.2
WSLLAF;202204192320;10.2
WSLLAF;202204192330;10.3
WSLLAF;202204192340;10.2
WSLLAF;202204192350;10.3
WSLLAF;202204200000;10.1
WSLLAF;202204200010;10.0
WSLLAF;202204200020;9.9
WSLLAF;202204200030;9.8
WSLLAF;202204200040;9.4
WSLLAF;202204200050;9.1
WSLLAF;202204200100;9.0
WSLLAF;202204200110;8.8
WSLLAF;202204200120;8.7
WSLLAF;202204200130;8.5
WSLLAF;202204200140;8.3
WSLLAF;202204200150;8.2
WSLLAF;202204200200;8.0
WSLLAF;202204200210;7.8
WSLLAF;202204200220;7.5
WSLLAF;202204200230;7.4
WSLLAF;202204200240;7.3
WSLLAF;202204200250;7.1
WSLLAF;202204200300;7.0
WSLLAF;202204200310;6.9
WSLLAF;202204200320;6.8
WSLLAF;202204200330;6.7
WSLLAF;202204200340;6.7
WSLLAF;202204200350;6.5
WSLLAF;202204200400;6.4
WSLLAF;202204200410;6.4
WSLLAF;202204200420;6.3
WSLLAF;202204200430;6.0
WSLLAF;202204200440;5.8
WSLLAF;202204200450;5.7
WSLLAF;202204200500;5.9
WSLLAF;202204200510;6.2
WSLLAF;202204200520;6.5
WSLLAF;202204200530;6.6
WSLLAF;202204200540;6.7
WSLLAF;202204200550;7.4
WSLLAF;202204200600;8.0
WSLLAF;202204200610;8.4
WSLLAF;202204200620;8.7
WSLLAF;202204200630;9.0
WSLLAF;202204200640;9.4
WSLLAF;202204200650;9.7
WSLLAF;202204200700;10.0
WSLLAF;202204200710;10.9
WSLLAF;202204200720;11.5
WSLLAF;202204200730;11.7
WSLLAF;202204200740;11.6
WSLLAF;202204200750;11.1
WSLLAF;202204200800;11.0
WSLLAF;202204200810;10.9
WSLLAF;202204200820;11.2
WSLLAF;202204200830;11.6
WSLLAF;202204200840;12.0
WSLLAF;202204200850;12.3
WSLLAF;202204200900;12.2
WSLLAF;202204200910;12.1
WSLLAF;202204200920;12.1
WSLLAF;202204200930;11.9
WSLLAF;202204200940;12.2
WSLLAF;202204200950;12.9
WSLLAF;202204201000;12.8
WSLLAF;202204201010;13.1
WSLLAF;202204201020;13.3
WSLLAF;202204201030;14.0
WSLLAF;202204201040;14.3
WSLLAF;202204201050;14.6
WSLLAF;202204201100;14.7
WSLLAF;202204201110;15.1
WSLLAF;202204201120;15.1
WSLLAF;202204201130;15.1
WSLLAF;202204201140;15.3
WSLLAF;202204201150;14.9
WSLLAF;202204201200;14.8
WSLLAF;202204201210;15.1
WSLLAF;202204201220;15.5
WSLLAF;202204201230;15.8
WSLLAF;202204201240;15.9
WSLLAF;202204201250;16.2
WSLLAF;202204201300;16.1
WSLLAF;202204201310;15.9
WSLLAF;202204201320;15.9
WSLLAF;202204201330;15.7
WSLLAF;202204201340;15.9
WSLLAF;202204201350;16.1
WSLLAF;202204201400;16.2
WSLLAF;202204201410;16.3
WSLLAF;202204201420;16.2
WSLLAF;202204201430;16.1
WSLLAF;202204201440;16.2
WSLLAF;202204201450;16.1
WSLLAF;202204201500;15.6
WSLLAF;202204201510;15.6
WSLLAF;202204201520;15.6
WSLLAF;202204201530;15.7
WSLLAF;202204201540;15.3
WSLLAF;202204201550;15.0
WSLLAF;202204201600;14.6
WSLLAF;202204201610;14.1
WSLLAF;202204201620;13.7
WSLLAF;202204201630;13.6
WSLLAF;202204201640;13.6
WSLLAF;202204201650;13.6
WSLLAF;202204201700;13.6
WSLLAF;202204201710;13.6
WSLLAF;202204201720;13.6
WSLLAF;202204201730;13.6
WSLLAF;202204201740;13.4
WSLLAF;202204201750;13.3
WSLLAF;202204201800;13.1
WSLLAF;202204201810;12.9
WSLLAF;202204201820;12.7
WSLLAF;202204201830;12.6
WSLLAF;202204201840;12.4
WSLLAF;202204201850;12.2
WSLLAF;202204201900;12.0
WSLLAF;202204201910;11.9
WSLLAF;202204201920;11.6
WSLLAF;202204201930;11.4
WSLLAF;202204201940;11.3
WSLLAF;202204201950;11.2
WSLLAF;202204202000;11.0
WSLLAF;202204202010;10.8
WSLLAF;202204202020;10.7
WSLLAF;202204202030;10.6
WSLLAF;202204202040;10.5
WSLLAF;202204202050;10.4
WSLLAF;202204202100;10.1
WSLLAF;202204202110;10.0
WSLLAF;202204202120;9.8
WSLLAF;202204202130;9.7
WSLLAF;202204202140;9.6
WSLLAF;202204202150;9.5
WSLLAF;202204202200;9.4
WSLLAF;202204202210;9.3
WSLLAF;202204202220;9.2
WSLLAF;202204202230;9.0
WSLLAF;202204202240;8.9
WSLLAF;202204202250;8.7
WSLLAF;202204202300;8.5
WSLLAF;202204202310;8.4
WSLLAF;202204202320;8.2
WSLLAF;202204202330;8.1
WSLLAF;202204202340;7.8
WSLLAF;202204202350;7.7
WSLLAF;202204210000;7.4
WSLLAF;202204210010;7.2
WSLLAF;202204210020;7.2
WSLLAF;202204210030;7.1
WSLLAF;202204210040;6.9
WSLLAF;202204210050;6.7
WSLLAF;202204210100;6.6
WSLLAF;202204210110;6.5
WSLLAF;202204210120;6.4
WSLLAF;202204210130;6.3
WSLLAF;202204210140;6.2
WSLLAF;202204210150;6.2
WSLLAF;202204210200;6.1
WSLLAF;202204210210;5.9
WSLLAF;202204210220;5.7
WSLLAF;202204210230;5.5
WSLLAF;202204210240;5.3
WSLLAF;202204210250;5.1
WSLLAF;202204210300;5.1
WSLLAF;202204210310;5.1
WSLLAF;202204210320;5.0
WSLLAF;202204210330;4.9
WSLLAF;202204210340;4.9
WSLLAF;202204210350;4.8
WSLLAF;202204210400;4.8
WSLLAF;202204210410;4.6
WSLLAF;202204210420;4.6
WSLLAF;202204210430;4.5
WSLLAF;202204210440;4.6
WSLLAF;202204210450;4.7
WSLLAF;202204210500;4.9
WSLLAF;202204210510;5.3
WSLLAF;202204210520;5.5
WSLLAF;202204210530;6.0
WSLLAF;202204210540;6.0
WSLLAF;202204210550;5.9
WSLLAF;202204210600;6.1
WSLLAF;202204210610;6.6
WSLLAF;202204210620;7.0
WSLLAF;202204210630;7.4
WSLLAF;202204210640;7.7
WSLLAF;202204210650;8.1
WSLLAF;202204210700;8.2
WSLLAF;202204210710;8.6
WSLLAF;202204210720;9.3
WSLLAF;202204210730;10.0
WSLLAF;202204210740;10.1
WSLLAF;202204210750;10.1
WSLLAF;202204210800;10.3
WSLLAF;202204210810;10.4
WSLLAF;202204210820;11.1
WSLLAF;202204210830;11.5
WSLLAF;202204210840;11.4
WSLLAF;202204210850;11.8
WSLLAF;202204210900;12.2
WSLLAF;202204210910;12.5
WSLLAF;202204210920;12.7
WSLLAF;202204210930;13.3
WSLLAF;202204210940;13.4
WSLLAF;202204210950;13.4
WSLLAF;202204211000;13.2
WSLLAF;202204211010;13.3
WSLLAF;202204211020;13.4
WSLLAF;202204211030;13.4
WSLLAF;202204211040;13.4
WSLLAF;202204211050;13.3
WSLLAF;202204211100;13.4
WSLLAF;202204211110;13.4
WSLLAF;202204211120;13.6
WSLLAF;202204211130;13.9
WSLLAF;202204211140;14.0
WSLLAF;202204211150;14.6
WSLLAF;202204211200;14.7
WSLLAF;202204211210;14.7
WSLLAF;202204211220;15.1
WSLLAF;202204211230;14.4
WSLLAF;202204211240;14.3
WSLLAF;202204211250;14.4
WSLLAF;202204211300;14.7
WSLLAF;202204211310;14.8
WSLLAF;202204211320;14.8
WSLLAF;202204211330;14.6
WSLLAF;202204211340;15.1
WSLLAF;202204211350;15.8
WSLLAF;202204211400;15.9
WSLLAF;202204211410;16.0
WSLLAF;202204211420;16.1
WSLLAF;202204211430;16.2
WSLLAF;202204211440;16.1
WSLLAF;202204211450;16.2
WSLLAF;202204211500;16.1
WSLLAF;202204211510;15.9
WSLLAF;202204211520;16.1
WSLLAF;202204211530;16.0
WSLLAF;202204211540;15.8
WSLLAF;202204211550;15.5
WSLLAF;202204211600;15.3
WSLLAF;202204211610;15.1
WSLLAF;202204211620;15.2
WSLLAF;202204211630;15.4
WSLLAF;202204211640;14.9
WSLLAF;202204211650;14.7
WSLLAF;202204211700;14.5
WSLLAF;202204211710;14.3
WSLLAF;202204211720;14.0
WSLLAF;202204211730;13.8
WSLLAF;202204211740;13.7
WSLLAF;202204211750;13.4
WSLLAF;202204211800;13.0
WSLLAF;202204211810;12.7
WSLLAF;202204211820;12.3
WSLLAF;202204211830;12.0
WSLLAF;202204211840;11.8
WSLLAF;202204211850;11.7
WSLLAF;202204211900;11.6
WSLLAF;202204211910;11.5
WSLLAF;202204211920;11.4
WSLLAF;202204211930;11.3
WSLLAF;202204211940;11.2
WSLLAF;202204211950;11.1
WSLLAF;202204212000;11.0
WSLLAF;202204212010;10.9
WSLLAF;202204212020;10.8
WSLLAF;202204212030;10.7
WSLLAF;202204212040;10.5
WSLLAF;202204212050;10.3
WSLLAF;202204212100;10.3
WSLLAF;202204212110;10.2
WSLLAF;202204212120;10.2
WSLLAF;202204212130;10.1
WSLLAF;202204212140;10.0
WSLLAF;202204212150;10.0
WSLLAF;202204212200;9.9
WSLLAF;202204212210;9.7
WSLLAF;202204212220;9.7
WSLLAF;202204212230;9.6
WSLLAF;202204212240;9.5
WSLLAF;202204212250;9.3
WSLLAF;202204212300;9.2
WSLLAF;202204212310;9.1
WSLLAF;202204212320;8.9
WSLLAF;202204212330;8.8
WSLLAF;202204212340;8.7
WSLLAF;202204212350;8.6
WSLLAF;202204220000;8.3
WSLLAF;202204220010;8.1
WSLLAF;202204220020;7.9
WSLLAF;202204220030;7.8
WSLLAF;202204220040;7.6
WSLLAF;202204220050;7.4
WSLLAF;202204220100;7.3
WSLLAF;202204220110;7.2
WSLLAF;202204220120;7.1
WSLLAF;202204220130;7.0
WSLLAF;202204220140;6.8
WSLLAF;202204220150;6.8
WSLLAF;202204220200;6.6
WSLLAF;202204220210;6.6
WSLLAF;202204220220;6.5
WSLLAF;202204220230;6.3
WSLLAF;202204220240;6.1
WSLLAF;202204220250;6.0
WSLLAF;202204220300;5.9
WSLLAF;202204220310;5.8
WSLLAF;202204220320;5.6
WSLLAF;202204220330;5.5
WSLLAF;202204220340;5.3
WSLLAF;202204220350;5.3
WSLLAF;202204220400;5.3
WSLLAF;202204220410;5.5
WSLLAF;202204220420;5.6
WSLLAF;202204220430;5.3
WSLLAF;202204220440;5.0
WSLLAF;202204220450;4.9
WSLLAF;202204220500;5.0
WSLLAF;202204220510;5.2
WSLLAF;202204220520;5.4
WSLLAF;202204220530;5.5
WSLLAF;202204220540;5.8
WSLLAF;202204220550;6.3
WSLLAF;202204220600;6.7
WSLLAF;202204220610;7.0
WSLLAF;202204220620;7.2
WSLLAF;202204220630;7.8
WSLLAF;202204220640;8.5
WSLLAF;202204220650;8.9
WSLLAF;202204220700;9.3
WSLLAF;202204220710;9.1
WSLLAF;202204220720;9.3
WSLLAF;202204220730;9.4
WSLLAF;202204220740;9.1
WSLLAF;202204220750;9.3
WSLLAF;202204220800;9.6
WSLLAF;202204220810;10.3
WSLLAF;202204220820;10.5
WSLLAF;202204220830;10.9
WSLLAF;202204220840;10.4
WSLLAF;202204220850;10.2
WSLLAF;202204220900;10.3
WSLLAF;202204220910;10.3
WSLLAF;202204220920;10.2
WSLLAF;202204220930;10.5
WSLLAF;202204220940;11.0
WSLLAF;202204220950;11.4
WSLLAF;202204221000;11.6
WSLLAF;202204221010;11.8
WSLLAF;202204221020;12.0
WSLLAF;202204221030;12.3
WSLLAF;202204221040;12.8
WSLLAF;202204221050;12.5
WSLLAF;202204221100;12.1
WSLLAF;202204221110;12.4
WSLLAF;202204221120;12.6
WSLLAF;202204221130;12.3
WSLLAF;202204221140;12.4
WSLLAF;202204221150;12.5
WSLLAF;202204221200;12.8
WSLLAF;202204221210;13.2
WSLLAF;202204221220;13.4
WSLLAF;202204221230;13.5
WSLLAF;202204221240;14.0
WSLLAF;202204221250;14.3
WSLLAF;202204221300;13.5
WSLLAF;202204221310;14.0
WSLLAF;202204221320;14.5
WSLLAF;202204221330;14.5
WSLLAF;202204221340;14.8
WSLLAF;202204221350;15.1
WSLLAF;202204221400;15.3
WSLLAF;202204221410;15.4
WSLLAF;202204221420;15.0
WSLLAF;202204221430;15.3
WSLLAF;202204221440;15.1
WSLLAF;202204221450;15.2
WSLLAF;202204221500;15.4
WSLLAF;202204221510;15.4
WSLLAF;202204221520;15.2
WSLLAF;202204221530;14.5
WSLLAF;202204221540;14.3
WSLLAF;202204221550;14.2
WSLLAF;202204221600;14.0
WSLLAF;202204221610;13.8
WSLLAF;202204221620;13.7
WSLLAF;202204221630;13.5
WSLLAF;202204221640;13.5
WSLLAF;202204221650;13.5
WSLLAF;202204221700;13.5
WSLLAF;202204221710;13.5
WSLLAF;202204221720;13.5
WSLLAF;202204221730;13.3
WSLLAF;202204221740;13.3
WSLLAF;202204221750;13.0
WSLLAF;202204221800;12.6
WSLLAF;202204221810;12.1
WSLLAF;202204221820;11.6
WSLLAF;202204221830;11.4
WSLLAF;202204221840;11.2
WSLLAF;202204221850;11.2
WSLLAF;202204221900;10.9
WSLLAF;202204221910;10.9
WSLLAF;202204221920;10.9
WSLLAF;202204221930;11.0
WSLLAF;202204221940;11.0
WSLLAF;202204221950;11.0
WSLLAF;202204222000;11.0
WSLLAF;202204222010;11.0
WSLLAF;202204222020;10.9
WSLLAF;202204222030;10.8
WSLLAF;202204222040;10.7
WSLLAF;202204222050;10.8
WSLLAF;202204222100;10.9
WSLLAF;202204222110;10.9
WSLLAF;202204222120;10.9
WSLLAF;202204222130;11.0
WSLLAF;202204222140;11.1
WSLLAF;202204222150;11.2
WSLLAF;202204222200;11.2
WSLLAF;202204222210;11.2
WSLLAF;202204222220;10.9
WSLLAF;202204222230;10.7
WSLLAF;202204222240;10.7
WSLLAF;202204222250;10.3
WSLLAF;202204222300;10.3
WSLLAF;202204222310;10.9
WSLLAF;202204222320;10.8
WSLLAF;202204222330;10.9
WSLLAF;202204222340;10.7
WSLLAF;202204222350;10.8
WSLLAF;202204230000;11.1
WSLLAF;202204230010;11.1
WSLLAF;202204230020;10.8
WSLLAF;202204230030;10.2
WSLLAF;202204230040;10.4
WSLLAF;202204230050;10.5
WSLLAF;202204230100;10.4
WSLLAF;202204230110;10.4
WSLLAF;202204230120;10.3
WSLLAF;202204230130;9.4
WSLLAF;202204230140;9.2
WSLLAF;202204230150;9.6
WSLLAF;202204230200;9.6
WSLLAF;202204230210;9.9
WSLLAF;202204230220;10.7
WSLLAF;202204230230;10.4
WSLLAF;202204230240;9.5
WSLLAF;202204230250;9.4
WSLLAF;202204230300;9.2
WSLLAF;202204230310;9.8
WSLLAF;202204230320;9.5
WSLLAF;202204230330;9.3
WSLLAF;202204230340;9.1
WSLLAF;202204230350;9.2
WSLLAF;202204230400;9.8
WSLLAF;202204230410;9.6
WSLLAF;202204230420;9.2
WSLLAF;202204230430;8.9
WSLLAF;202204230440;8.8
WSLLAF;202204230450;8.5
WSLLAF;202204230500;8.3
WSLLAF;202204230510;8.2
WSLLAF;202204230520;8.2
WSLLAF;202204230530;8.1
WSLLAF;202204230540;7.9
WSLLAF;202204230550;7.8
WSLLAF;202204230600;7.8
WSLLAF;202204230610;7.9
WSLLAF;202204230620;8.1
WSLLAF;202204230630;8.1
WSLLAF;202204230640;8.3
WSLLAF;202204230650;8.6
WSLLAF;202204230700;8.6
WSLLAF;202204230710;8.5
WSLLAF;202204230720;8.3
WSLLAF;202204230730;8.2
WSLLAF;202204230740;8.3
WSLLAF;202204230750;9.4
WSLLAF;202204230800;9.9
WSLLAF;202204230810;10.1
WSLLAF;202204230820;9.9
WSLLAF;202204230830;10.1
WSLLAF;202204230840;10.1
WSLLAF;202204230850;10.1
WSLLAF;202204230900;9.9
WSLLAF;202204230910;10.1
WSLLAF;202204230920;10.7
WSLLAF;202204230930;11.3
WSLLAF;202204230940;11.7
WSLLAF;202204230950;11.7
WSLLAF;202204231000;11.3
WSLLAF;202204231010;10.8
WSLLAF;202204231020;10.7
WSLLAF;202204231030;10.5
WSLLAF;202204231040;10.3
WSLLAF;202204231050;10.0
WSLLAF;202204231100;9.9
WSLLAF;202204231110;10.0
WSLLAF;202204231120;10.3
WSLLAF;202204231130;10.5
WSLLAF;202204231140;10.5
WSLLAF;202204231150;10.6
WSLLAF;202204231200;10.7
WSLLAF;202204231210;10.9
WSLLAF;202204231220;10.9
WSLLAF;202204231230;11.0
WSLLAF;202204231240;10.7
WSLLAF;202204231250;10.7
WSLLAF;202204231300;10.8
WSLLAF;202204231310;10.8
WSLLAF;202204231320;10.9
WSLLAF;202204231330;11.0
WSLLAF;202204231340;11.0
WSLLAF;202204231350;11.0
WSLLAF;202204231400;11.2
WSLLAF;202204231410;11.8
WSLLAF;202204231420;11.9
WSLLAF;202204231430;11.6
WSLLAF;202204231440;11.5
WSLLAF;202204231450;11.3
WSLLAF;202204231500;11.2
WSLLAF;202204231510;11.3
WSLLAF;202204231520;11.1
WSLLAF;202204231530;10.9
WSLLAF;202204231540;11.5
WSLLAF;202204231550;12.0
WSLLAF;202204231600;12.1
WSLLAF;202204231610;11.6
WSLLAF;202204231620;11.5
WSLLAF;202204231630;11.3
WSLLAF;202204231640;11.1
WSLLAF;202204231650;11.0
WSLLAF;202204231700;11.0
WSLLAF;202204231710;10.8
WSLLAF;202204231720;10.8
WSLLAF;202204231730;10.6
WSLLAF;202204231740;10.6
WSLLAF;202204231750;10.5
WSLLAF;202204231800;10.3
WSLLAF;202204231810;10.3
WSLLAF;202204231820;10.1
WSLLAF;202204231830;10.0
WSLLAF;202204231840;9.9
WSLLAF;202204231850;9.8
WSLLAF;202204231900;9.7
WSLLAF;202204231910;9.6
WSLLAF;202204231920;9.5
WSLLAF;202204231930;9.3
WSLLAF;202204231940;9.2
WSLLAF;202204231950;9.2
WSLLAF;202204232000;9.1
WSLLAF;202204232010;9.1
WSLLAF;202204232020;9.0
WSLLAF;202204232030;9.0
WSLLAF;202204232040;9.2
WSLLAF;202204232050;6.6
WSLLAF;202204232100;5.4
WSLLAF;202204232110;5.0
WSLLAF;202204232120;4.7
WSLLAF;202204232130;4.5
WSLLAF;202204232140;4.3
WSLLAF;202204232150;4.3
WSLLAF;202204232200;4.3
WSLLAF;202204232210;4.4
WSLLAF;202204232220;4.3
WSLLAF;202204232230;4.4
WSLLAF;202204232240;4.4
WSLLAF;202204232250;4.3
WSLLAF;202204232300;4.3
WSLLAF;202204232310;4.4
WSLLAF;202204232320;4.2
WSLLAF;202204232330;4.2
WSLLAF;202204232340;4.1
WSLLAF;202204232350;4.0
WSLLAF;202204240000;3.8
WSLLAF;202204240010;3.9
WSLLAF;202204240020;3.8
WSLLAF;202204240030;3.9
WSLLAF;202204240040;4.0
WSLLAF;202204240050;3.9
WSLLAF;202204240100;3.9
WSLLAF;202204240110;3.9
WSLLAF;202204240120;4.0
WSLLAF;202204240130;3.9
WSLLAF;202204240140;3.7
WSLLAF;202204240150;3.7
WSLLAF;202204240200;3.6
WSLLAF;202204240210;3.6
WSLLAF;202204240220;3.6
WSLLAF;202204240230;3.4
WSLLAF;202204240240;3.4
WSLLAF;202204240250;3.3
WSLLAF;202204240300;3.3
WSLLAF;202204240310;3.3
WSLLAF;202204240320;3.2
WSLLAF;202204240330;3.2
WSLLAF;202204240340;3.4
WSLLAF;202204240350;3.6
WSLLAF;202204240400;3.8
WSLLAF;202204240410;3.9
WSLLAF;202204240420;4.0
WSLLAF;202204240430;4.0
WSLLAF;202204240440;4.1
WSLLAF;202204240450;4.2
WSLLAF;202204240500;4.3
WSLLAF;202204240510;4.2
WSLLAF;202204240520;4.2
WSLLAF;202204240530;4.4
WSLLAF;202204240540;4.5
WSLLAF;202204240550;4.6
WSLLAF;202204240600;4.6
WSLLAF;202204240610;4.7
WSLLAF;202204240620;4.7
WSLLAF;202204240630;4.7
WSLLAF;202204240640;4.7
WSLLAF;202204240650;4.8
WSLLAF;202204240700;4.8
WSLLAF;202204240710;4.8
WSLLAF;202204240720;4.8
WSLLAF;202204240730;4.9
WSLLAF;202204240740;5.0
WSLLAF;202204240750;5.1
WSLLAF;202204240800;5.1
WSLLAF;202204240810;5.2
WSLLAF;202204240820;5.2
WSLLAF;202204240830;5.3
WSLLAF;202204240840;5.5
WSLLAF;202204240850;5.5
WSLLAF;202204240900;5.7
WSLLAF;202204240910;5.9
WSLLAF;202204240920;5.9
WSLLAF;202204240930;6.1
WSLLAF;202204240940;6.4
WSLLAF;202204240950;6.5
WSLLAF;202204241000;6.8
